temp,season,holiday,workingday,weather,atemp,humidity,windspeed,rent
14.0,1,0,0,1,17.425,46,6.0032,161
14.0,1,0,0,1,17.425,46,6.0032,182
14.0,1,0,0,1,17.425,49,7.0015,157
14.0,1,0,0,1,18.18,46,0.0,121
12.0,1,0,0,1,15.15,56,11.0014,78
11.0,1,0,0,1,14.395,61,8.9981,21
11.0,1,0,0,1,14.395,61,7.0015,26
11.0,1,0,0,1,15.15,60,0.0,27
11.0,1,0,0,1,15.15,60,0.0,62
10.0,1,0,0,1,14.395,65,0.0,30
10.0,1,0,1,1,14.395,65,0.0,15
9.0,1,0,1,1,13.635,75,0.0,5
8.0,1,0,1,1,12.88,80,0.0,3
8.0,1,0,1,1,12.88,86,0.0,1
8.0,1,0,1,1,12.88,86,0.0,2
8.0,1,0,1,1,12.88,86,0.0,10
7.0,1,0,1,1,12.12,93,0.0,30
7.0,1,0,1,1,12.12,86,0.0,95
7.0,1,0,1,2,11.365,100,0.0,230
9.0,1,0,1,1,13.635,80,0.0,118
10.0,1,0,1,1,12.88,75,7.0015,55
12.0,1,0,1,1,15.91,65,6.0032,47
13.0,1,0,1,2,17.425,62,0.0,66
15.0,1,0,1,2,18.18,57,6.0032,64
15.0,1,0,1,2,18.18,57,6.0032,60
16.0,1,0,1,2,19.695,54,6.0032,50
15.0,1,0,1,2,17.425,57,8.9981,114
13.0,1,0,1,2,15.91,70,11.0014,216
14.0,1,0,1,2,16.665,66,8.9981,175
13.0,1,0,1,2,17.425,70,0.0,128
13.0,1,0,1,2,16.665,70,7.0015,88
13.0,1,0,1,1,17.425,70,0.0,78
11.0,1,0,1,1,15.15,81,6.0032,37
12.0,1,0,1,2,16.665,81,0.0,25
11.0,1,0,1,2,15.91,87,0.0,10
11.0,1,0,1,2,15.91,87,0.0,4
11.0,1,0,1,2,13.635,93,7.0015,2
11.0,1,0,1,3,13.635,93,11.0014,1
11.0,1,0,1,1,12.88,93,11.0014,3
11.0,1,0,1,1,11.365,81,22.0028,2
11.0,1,0,1,1,11.365,70,22.0028,39
10.0,1,0,1,1,9.85,65,27.9993,100
10.0,1,0,1,1,9.85,56,32.9975,243
10.0,1,0,1,1,9.85,52,32.9975,135
9.0,1,0,1,1,9.09,47,36.9974,48
9.0,1,0,1,1,9.09,47,31.0009,50
10.0,1,0,1,1,9.85,38,32.9975,65
10.0,1,0,1,2,9.85,32,30.0026,50
9.0,1,0,1,1,9.85,37,27.9993,64
9.0,1,0,1,1,9.85,35,26.0027,51
9.0,1,0,1,1,9.09,35,35.0008,83
9.0,1,0,1,1,9.09,32,39.0007,176
8.0,1,0,1,1,9.09,32,26.0027,152
7.0,1,0,1,1,6.06,40,31.0009,101
7.0,1,0,1,1,6.82,40,22.0028,56
6.0,1,0,1,1,5.305,33,31.0009,54
5.0,1,0,1,1,5.305,33,23.9994,29
5.0,1,0,1,1,5.305,33,22.0028,12
4.0,1,0,1,1,3.79,36,23.9994,17
4.0,1,0,1,1,5.305,36,15.0013,7
3.0,1,0,1,1,3.79,38,19.0012,3
2.0,1,0,1,1,3.79,45,8.9981,2
2.0,1,0,1,1,5.305,45,7.0015,7
2.0,1,0,1,1,7.575,45,0.0,43
2.0,1,0,1,1,5.305,49,7.0015,99
4.0,1,0,1,1,6.82,42,0.0,199
5.0,1,0,1,1,6.82,39,11.0014,123
6.0,1,0,1,1,9.09,36,0.0,59
6.0,1,0,1,2,7.575,43,11.0014,41
7.0,1,0,1,2,9.09,40,15.0013,61
7.0,1,0,1,1,8.335,40,16.9979,69
8.0,1,0,1,1,9.09,34,19.9995,58
8.0,1,0,1,2,9.09,34,19.0012,64
8.0,1,0,1,2,9.85,37,16.9979,79
8.0,1,0,1,2,9.85,34,16.9979,166
7.0,1,0,1,2,8.335,47,19.9995,170
6.0,1,0,1,3,6.06,86,16.9979,88
6.0,1,0,1,3,7.575,86,11.0014,84
6.0,1,0,1,2,7.575,86,11.0014,83
7.0,1,0,1,3,8.335,80,11.0014,46
7.0,1,0,1,3,7.575,80,12.998,37
6.0,1,0,1,3,6.82,86,12.998,16
6.0,1,0,1,3,7.575,80,8.9981,7
6.0,1,0,1,3,7.575,80,8.9981,3
6.0,1,0,1,2,6.82,59,15.0013,1
5.0,1,0,1,2,6.06,50,15.0013,6
5.0,1,0,1,2,6.06,54,19.0012,26
4.0,1,0,1,1,3.79,50,27.9993,99
4.0,1,0,1,1,3.79,49,22.0028,178
5.0,1,0,1,1,5.305,42,23.9994,122
5.0,1,0,1,1,5.305,42,19.9995,35
6.0,1,0,1,1,6.06,39,23.9994,45
7.0,1,0,1,1,6.82,34,26.0027,69
7.0,1,0,1,1,8.335,29,19.9995,62
8.0,1,0,1,1,9.09,27,19.0012,48
8.0,1,0,1,1,9.85,25,16.9979,50
8.0,1,0,1,1,9.09,27,19.9995,80
7.0,1,0,1,1,9.09,26,12.998,165
7.0,1,0,1,1,9.09,28,8.9981,160
6.0,1,0,1,1,8.335,28,7.0015,112
6.0,1,0,1,1,9.09,31,6.0032,97
6.0,1,0,1,1,10.605,39,0.0,72
5.0,1,0,1,1,9.85,39,0.0,51
5.0,1,0,1,1,7.575,42,7.0015,34
4.0,1,0,1,1,6.82,49,7.0015,14
4.0,1,0,1,1,6.82,54,6.0032,7
4.0,1,0,1,1,6.82,54,6.0032,3
3.0,1,0,1,1,6.06,63,6.0032,4
4.0,1,0,1,1,9.09,68,0.0,24
3.0,1,0,1,1,8.335,73,0.0,74
4.0,1,0,1,1,6.06,74,11.0014,216
5.0,1,0,1,1,6.06,74,15.0013,140
6.0,1,0,1,1,6.82,69,12.998,44
9.0,1,0,1,1,11.365,47,8.9981,64
9.0,1,0,1,1,11.365,47,8.9981,71
10.0,1,0,1,1,11.365,35,12.998,110
12.0,1,0,1,1,14.395,26,16.9979,84
13.0,1,0,1,1,15.91,21,11.0014,74
12.0,1,0,1,1,14.395,28,12.998,125
12.0,1,0,1,1,16.665,24,0.0,211
11.0,1,0,1,1,15.91,28,0.0,174
11.0,1,0,1,1,15.15,33,0.0,101
9.0,1,0,1,1,11.365,55,8.9981,63
8.0,1,0,1,1,10.605,59,8.9981,47
8.0,1,0,1,1,11.365,64,6.0032,43
7.0,1,0,1,1,12.12,69,0.0,53
7.0,1,0,0,1,9.85,69,6.0032,30
6.0,1,0,0,1,10.605,86,0.0,24
6.0,1,0,0,1,10.605,80,0.0,15
5.0,1,0,0,1,9.85,80,0.0,10
5.0,1,0,0,1,8.335,74,6.0032,4
5.0,1,0,0,1,8.335,74,6.0032,1
5.0,1,0,0,1,6.82,93,12.998,2
5.0,1,0,0,1,7.575,80,7.0015,11
6.0,1,0,0,1,7.575,86,8.9981,30
7.0,1,0,0,1,9.09,64,8.9981,43
9.0,1,0,0,1,10.605,41,16.9979,84
12.0,1,0,0,1,13.635,28,22.0028,114
12.0,1,0,0,1,13.635,39,31.0009,120
12.0,1,0,0,1,13.635,39,27.9993,135
14.0,1,0,0,1,15.91,31,19.0012,120
14.0,1,0,0,1,15.15,29,27.9993,174
14.0,1,0,0,1,15.15,29,27.9993,145
13.0,1,0,0,1,14.395,31,35.0008,137
11.0,1,0,0,1,12.88,38,22.0028,64
11.0,1,0,0,1,13.635,38,11.0014,41
11.0,1,0,0,1,12.88,41,15.0013,40
11.0,1,0,0,1,15.15,41,0.0,51
10.0,1,0,0,1,12.88,44,6.0032,45
9.0,1,0,0,1,11.365,51,8.9981,32
8.0,1,0,0,1,11.365,64,7.0015,39
8.0,1,0,0,1,11.365,59,6.0032,24
8.0,1,0,0,2,11.365,75,6.0032,20
8.0,1,0,0,2,11.365,69,7.0015,12
8.0,1,0,0,2,10.605,69,11.0014,2
8.0,1,0,0,2,10.605,69,8.9981,5
9.0,1,0,0,2,13.635,55,0.0,3
9.0,1,0,0,2,11.365,64,12.998,12
10.0,1,0,0,2,11.365,60,15.0013,47
12.0,1,0,0,1,13.635,45,22.0028,105
13.0,1,0,0,1,14.395,39,30.0026,112
15.0,1,0,0,1,15.91,32,31.0009,152
16.0,1,0,0,1,19.695,29,23.9994,154
16.0,1,0,0,2,20.455,30,27.9993,161
16.0,1,0,0,2,20.455,30,19.9995,162
17.0,1,0,0,2,21.21,28,22.0028,134
17.0,1,0,0,1,21.21,28,22.0028,125
16.0,1,0,0,1,20.455,32,19.9995,95
16.0,1,0,0,1,20.455,35,19.0012,61
16.0,1,0,0,1,20.455,35,22.0028,47
16.0,1,0,0,1,20.455,35,23.9994,51
16.0,1,0,0,1,20.455,35,19.9995,36
16.0,1,0,0,1,20.455,35,23.9994,30
16.0,1,0,1,1,19.695,37,23.9994,11
16.0,1,0,1,1,19.695,37,23.9994,7
15.0,1,0,1,1,16.665,40,19.9995,2
14.0,1,0,1,1,15.91,46,15.0013,2
13.0,1,0,1,1,15.15,53,19.0012,2
13.0,1,0,1,1,15.15,53,19.0012,3
14.0,1,0,1,1,15.15,46,19.9995,26
14.0,1,0,1,1,15.15,46,19.9995,98
16.0,1,0,1,1,19.695,40,31.0009,256
16.0,1,0,1,1,20.455,37,26.0027,130
18.0,1,0,1,1,21.97,33,15.0013,55
21.0,1,0,1,1,25.0,23,16.9979,53
23.0,1,0,1,1,26.515,22,30.0026,126
24.0,1,0,1,1,27.275,19,26.0027,120
25.0,1,0,1,1,29.545,15,32.9975,90
23.0,1,0,1,1,26.515,21,43.9989,90
21.0,1,0,1,1,25.0,27,31.0009,118
19.0,1,0,1,1,22.725,33,40.9973,243
16.0,1,0,1,1,20.455,40,40.9973,205
16.0,1,0,1,1,19.695,43,32.9975,98
15.0,1,0,1,1,15.91,46,31.0009,70
15.0,1,0,1,1,15.91,50,35.0008,43
14.0,1,0,1,1,14.395,46,43.9989,45
13.0,1,0,1,1,14.395,49,32.9975,20
12.0,1,0,1,1,13.635,49,27.9993,19
12.0,1,0,1,1,12.12,42,51.9987,5
11.0,1,0,1,1,11.365,41,46.0022,3
9.0,1,0,1,1,9.09,37,35.0008,1
9.0,1,0,1,1,9.09,32,31.0009,4
8.0,1,0,1,1,9.09,32,22.0028,30
8.0,1,0,1,1,9.09,32,23.9994,105
8.0,1,0,1,1,9.09,32,23.9994,223
9.0,1,0,1,1,9.85,29,30.0026,110
10.0,1,0,1,1,10.605,27,19.0012,52
11.0,1,0,1,1,12.12,25,16.9979,57
11.0,1,0,1,1,13.635,24,16.9979,71
13.0,1,0,1,1,15.15,21,15.0013,82
14.0,1,0,1,1,15.91,19,15.0013,79
14.0,1,0,1,1,16.665,19,11.0014,85
14.0,1,0,1,1,15.91,19,16.9979,98
13.0,1,0,1,1,15.15,22,15.0013,206
12.0,1,0,1,1,15.15,22,8.9981,212
11.0,1,0,1,1,14.395,26,8.9981,145
11.0,1,0,1,1,13.635,33,7.0015,101
10.0,1,0,1,1,14.395,52,0.0,66
10.0,1,0,1,1,14.395,44,0.0,41
9.0,1,0,1,2,12.88,44,6.0032,20
9.0,1,0,1,1,12.88,41,6.0032,15
8.0,1,0,1,1,11.365,44,6.0032,9
8.0,1,0,1,2,9.85,47,12.998,1
8.0,1,0,1,1,9.85,51,12.998,1
8.0,1,0,1,1,9.85,47,12.998,5
8.0,1,0,1,1,9.85,55,15.0013,33
8.0,1,0,1,2,9.85,55,15.0013,108
9.0,1,0,1,2,11.365,55,11.0014,230
10.0,1,0,1,1,10.605,52,19.0012,124
11.0,1,0,1,1,11.365,41,26.0027,69
14.0,1,0,1,1,15.15,34,19.9995,66
16.0,1,0,1,1,19.695,32,22.0028,86
17.0,1,0,1,1,21.21,30,23.9994,93
19.0,1,0,1,1,22.725,28,27.9993,82
19.0,1,0,1,1,22.725,28,27.9993,117
19.0,1,0,1,1,22.725,31,26.0027,122
19.0,1,0,1,1,22.725,28,19.0012,255
16.0,1,0,1,1,20.455,40,15.0013,222
14.0,1,0,1,1,15.91,53,15.0013,161
16.0,1,0,1,1,19.695,43,12.998,118
15.0,1,0,1,1,17.425,46,12.998,92
14.0,1,0,1,1,16.665,53,12.998,73
16.0,1,0,1,1,19.695,40,15.0013,33
14.0,1,0,1,1,16.665,53,12.998,17
14.0,1,0,1,1,15.91,53,15.0013,6
14.0,1,0,1,2,15.91,53,15.0013,6
14.0,1,0,1,1,16.665,53,12.998,4
13.0,1,0,1,1,15.91,57,12.998,4
13.0,1,0,1,1,16.665,66,6.0032,12
12.0,1,0,1,1,15.15,70,8.9981,47
13.0,1,0,1,1,16.665,57,7.0015,126
13.0,1,0,1,1,16.665,57,6.0032,285
15.0,1,0,1,1,17.425,57,12.998,179
16.0,1,0,1,1,19.695,54,12.998,88
18.0,1,0,1,2,21.97,44,16.9979,90
20.0,1,0,1,1,23.485,41,15.0013,101
22.0,1,0,1,1,25.76,34,15.0013,123
25.0,1,0,1,1,31.06,31,15.0013,81
25.0,1,0,1,1,30.305,28,16.9979,106
23.0,1,0,1,2,26.515,35,19.9995,146
24.0,1,0,1,2,27.275,32,19.9995,274
22.0,1,0,1,2,25.76,42,19.0012,222
20.0,1,0,1,1,23.485,55,22.0028,175
20.0,1,0,1,1,23.485,59,22.0028,139
21.0,1,0,1,1,25.0,55,26.0027,124
20.0,1,0,1,1,24.24,59,19.0012,76
19.0,1,0,1,1,22.725,67,19.9995,44
18.0,1,0,1,1,21.97,72,19.0012,32
18.0,1,0,1,1,21.97,72,15.0013,8
18.0,1,0,1,1,21.97,72,19.0012,7
19.0,1,0,1,1,22.725,67,16.9979,8
19.0,1,0,1,1,22.725,67,16.9979,1
19.0,1,0,1,2,22.725,67,7.0015,7
18.0,1,0,1,2,21.97,72,11.0014,50
17.0,1,0,1,2,21.21,77,15.0013,116
17.0,1,0,1,2,21.21,77,12.998,272
17.0,1,0,1,2,21.21,77,12.998,169
18.0,1,0,1,2,21.97,72,15.0013,95
18.0,1,0,1,1,21.97,72,11.0014,113
20.0,1,0,1,1,24.24,59,12.998,185
25.0,1,0,1,1,31.06,43,12.998,176
27.0,1,0,1,1,31.06,36,19.9995,191
27.0,1,0,1,1,31.06,36,22.0028,172
27.0,1,0,1,1,31.06,36,19.0012,232
27.0,1,0,1,1,31.06,34,23.9994,327
26.0,1,0,1,1,31.06,33,22.0028,224
25.0,1,0,1,1,31.06,29,39.0007,162
25.0,1,0,1,1,31.06,31,12.998,124
24.0,1,0,1,1,27.275,21,32.9975,72
22.0,1,0,1,1,25.76,10,16.9979,107
21.0,1,0,1,1,25.0,8,19.0012,77
20.0,1,0,0,1,23.485,12,32.9975,29
19.0,1,0,0,1,22.725,14,27.9993,31
18.0,1,0,0,1,21.97,13,26.0027,17
17.0,1,0,0,1,21.21,14,19.9995,7
16.0,1,0,0,1,20.455,15,22.0028,3
16.0,1,0,0,1,20.455,15,22.0028,3
16.0,1,0,0,1,20.455,17,27.9993,6
16.0,1,0,0,1,19.695,17,35.0008,22
16.0,1,0,0,1,19.695,17,39.0007,45
16.0,1,0,0,1,20.455,16,43.9989,55
17.0,1,0,0,1,21.21,16,39.0007,106
18.0,1,0,0,1,21.97,16,39.0007,123
18.0,1,0,0,1,21.97,18,32.9975,119
18.0,1,0,0,1,21.97,16,40.9973,155
19.0,1,0,0,1,22.725,15,43.9989,196
18.0,1,0,0,1,21.97,16,50.0021,171
18.0,1,0,0,1,21.97,16,43.0006,120
17.0,1,0,0,1,21.21,19,40.9973,127
15.0,1,0,0,1,15.91,25,30.0026,88
14.0,1,0,0,1,15.15,29,23.9994,59
13.0,1,0,0,1,14.395,28,35.0008,47
13.0,1,0,0,1,13.635,26,36.9974,33
12.0,1,0,0,1,12.88,28,32.9975,44
11.0,1,0,0,1,12.12,33,30.0026,29
12.0,1,0,1,1,13.635,70,31.0009,7
11.0,1,0,1,1,11.365,70,23.9994,3
10.0,1,0,1,1,10.605,65,26.0027,4
9.0,1,0,1,1,10.605,69,19.0012,2
9.0,1,0,1,1,10.605,69,16.9979,1
8.0,1,0,1,1,9.09,64,19.0012,2
8.0,1,0,1,1,9.09,59,19.9995,46
8.0,1,0,1,1,9.09,59,22.0028,107
8.0,1,0,1,1,9.09,59,26.0027,214
9.0,1,0,1,1,9.85,55,27.9993,124
10.0,1,0,1,1,10.605,52,19.0012,68
11.0,1,0,1,1,13.635,45,16.9979,56
12.0,1,0,1,1,15.15,39,8.9981,86
13.0,1,0,1,1,17.425,39,0.0,78
13.0,1,0,1,1,16.665,36,8.9981,79
14.0,1,0,1,1,18.18,34,0.0,64
14.0,1,0,1,1,17.425,34,6.0032,102
14.0,1,0,1,1,17.425,34,6.0032,242
13.0,1,0,1,1,15.91,39,12.998,224
12.0,1,0,1,1,15.15,49,8.9981,119
12.0,1,0,1,1,15.91,61,6.0032,88
11.0,1,0,1,1,15.15,56,0.0,63
10.0,1,0,1,1,13.635,62,7.0015,47
10.0,1,0,1,1,11.365,65,15.0013,25
9.0,1,0,1,1,11.365,69,11.0014,8
9.0,1,0,1,1,11.365,69,12.998,4
9.0,1,0,1,1,11.365,69,12.998,2
9.0,1,0,1,1,10.605,69,19.0012,4
8.0,1,0,1,1,10.605,75,8.9981,1
9.0,1,0,1,1,10.605,69,15.0013,5
9.0,1,0,1,1,10.605,55,16.9979,40
9.0,1,0,1,1,10.605,64,16.9979,110
10.0,1,0,1,1,10.605,65,19.0012,256
11.0,1,0,1,1,12.88,56,19.9995,148
13.0,1,0,1,1,15.15,49,19.0012,76
14.0,1,0,1,1,15.15,53,22.0028,73
16.0,1,0,1,1,20.455,43,12.998,82
20.0,1,0,1,1,24.24,25,0.0,125
21.0,1,0,1,1,25.0,23,19.9995,96
22.0,1,0,1,1,25.76,19,27.9993,110
22.0,1,0,1,1,25.76,19,22.0028,139
20.0,1,0,1,1,24.24,23,19.0012,268
19.0,1,0,1,1,22.725,23,32.9975,201
16.0,1,0,1,1,20.455,28,35.0008,150
15.0,1,0,1,1,16.665,29,27.9993,95
14.0,1,0,1,1,14.395,29,31.0009,71
12.0,1,0,1,1,12.88,26,36.9974,48
11.0,1,0,1,1,10.605,30,35.0008,22
10.0,1,0,1,1,9.85,30,31.0009,13
10.0,1,0,1,1,9.85,30,31.0009,1
8.0,1,0,1,1,8.335,27,31.0009,3
8.0,1,0,1,1,8.335,27,31.0009,1
7.0,1,0,1,1,6.06,31,32.9975,1
6.0,1,0,1,1,6.06,33,19.9995,8
6.0,1,0,1,1,6.06,33,19.9995,35
5.0,1,0,1,1,4.545,42,27.9993,111
6.0,1,0,1,1,6.06,39,19.9995,220
7.0,1,0,1,1,6.82,37,19.0012,145
7.0,1,0,1,1,9.09,29,12.998,56
8.0,1,0,1,1,11.365,29,6.0032,50
9.0,1,0,1,1,11.365,25,8.9981,72
9.0,1,0,1,1,12.88,25,6.0032,80
10.0,1,0,1,1,12.88,21,7.0015,78
10.0,1,0,1,1,14.395,23,0.0,68
11.0,1,0,1,1,15.15,23,0.0,71
11.0,1,0,1,1,15.15,22,0.0,202
10.0,1,0,1,1,10.605,35,22.0028,167
8.0,1,0,1,1,9.85,40,16.9979,106
8.0,1,0,1,1,11.365,40,6.0032,70
7.0,1,0,1,1,10.605,40,7.0015,51
8.0,1,0,1,1,12.88,40,0.0,53
7.0,1,0,1,2,10.605,43,6.0032,23
8.0,1,0,1,2,9.85,55,12.998,12
7.0,1,0,1,2,9.09,64,12.998,4
7.0,1,0,1,2,9.09,64,12.998,2
7.0,1,0,1,2,8.335,74,16.9979,1
7.0,1,0,1,2,9.09,74,12.998,1
7.0,1,0,1,2,9.09,74,8.9981,7
7.0,1,0,1,2,9.85,74,6.0032,29
7.0,1,0,1,1,9.09,80,8.9981,83
7.0,1,0,1,1,9.85,74,8.9981,228
9.0,1,0,1,1,11.365,60,8.9981,150
10.0,1,0,1,1,11.365,60,16.9979,66
11.0,1,0,1,1,13.635,52,15.0013,89
13.0,1,0,1,1,15.15,43,11.0014,97
14.0,1,0,1,1,15.91,42,15.0013,87
15.0,1,0,1,1,16.665,40,19.0012,95
15.0,1,0,1,1,16.665,40,19.9995,106
15.0,1,0,1,1,17.425,46,12.998,118
15.0,1,0,1,2,16.665,50,16.9979,228
14.0,1,0,1,2,15.15,53,19.9995,187
13.0,1,0,1,1,15.15,61,16.9979,107
12.0,1,0,1,2,14.395,70,12.998,87
12.0,1,0,1,2,14.395,70,15.0013,70
12.0,1,0,1,1,14.395,70,12.998,44
12.0,1,0,1,2,15.15,75,11.0014,46
11.0,1,0,0,2,14.395,81,7.0015,19
12.0,1,0,0,2,15.91,81,7.0015,25
12.0,1,0,0,2,14.395,87,12.998,20
12.0,1,0,0,2,14.395,87,12.998,2
12.0,1,0,0,2,15.15,93,11.0014,1
12.0,1,0,0,2,15.15,100,8.9981,3
12.0,1,0,0,2,14.395,100,15.0013,4
12.0,1,0,0,2,13.635,100,19.9995,15
12.0,1,0,0,2,13.635,100,19.9995,45
13.0,1,0,0,2,15.15,93,15.0013,63
14.0,1,0,0,2,16.665,93,12.998,103
16.0,1,0,0,2,20.455,76,15.0013,159
18.0,1,0,0,2,21.97,67,16.9979,167
19.0,1,0,0,2,22.725,67,19.0012,190
20.0,1,0,0,2,23.485,59,19.0012,198
19.0,1,0,0,2,22.725,63,19.9995,205
20.0,1,0,0,2,23.485,59,19.9995,204
20.0,1,0,0,2,23.485,59,23.9994,164
20.0,1,0,0,2,23.485,59,22.0028,152
19.0,1,0,0,2,22.725,67,22.0028,89
18.0,1,0,0,2,21.97,77,22.0028,70
18.0,1,0,0,2,21.97,72,22.0028,72
17.0,1,0,0,2,21.21,77,19.9995,63
18.0,1,0,0,2,21.97,77,19.9995,44
17.0,1,0,0,2,21.21,77,23.9994,52
17.0,1,0,0,2,21.21,77,19.0012,39
16.0,1,0,0,2,20.455,82,19.0012,32
17.0,1,0,0,2,21.21,82,19.9995,11
17.0,1,0,0,2,21.21,88,23.9994,3
17.0,1,0,0,2,21.21,94,23.9994,2
17.0,1,0,0,3,21.21,100,30.0026,5
16.0,1,0,0,2,20.455,100,19.9995,9
17.0,1,0,0,2,21.21,100,19.0012,22
17.0,1,0,0,2,21.21,100,19.9995,31
17.0,1,0,0,2,21.21,100,15.0013,62
19.0,1,0,0,2,22.725,94,22.0028,79
19.0,1,0,0,2,22.725,94,23.9994,105
18.0,1,0,0,3,21.97,100,15.0013,39
18.0,1,0,0,3,21.97,100,15.0013,7
15.0,1,0,0,3,16.665,100,19.0012,11
14.0,1,0,0,3,15.15,100,19.9995,25
13.0,1,0,0,3,14.395,100,23.9994,23
12.0,1,0,0,3,12.88,100,32.9975,11
11.0,1,0,0,3,12.12,100,27.9993,11
10.0,1,0,0,3,9.09,93,40.9973,7
9.0,1,0,0,2,9.85,100,26.0027,10
9.0,1,0,0,2,9.85,100,27.9993,9
8.0,1,0,1,3,9.09,100,22.0028,4
8.0,1,0,1,3,9.09,100,22.0028,2
8.0,1,0,1,1,7.575,80,39.0007,1
8.0,1,0,1,1,7.575,80,35.0008,1
8.0,1,0,1,1,9.09,75,23.9994,1
8.0,1,0,1,1,9.09,75,26.0027,34
8.0,1,0,1,1,8.335,75,27.9993,91
8.0,1,0,1,1,9.09,75,26.0027,211
9.0,1,0,1,1,9.09,64,31.0009,134
10.0,1,0,1,1,10.605,60,19.9995,58
11.0,1,0,1,1,10.605,48,30.0026,60
12.0,1,0,1,1,13.635,42,27.9993,96
13.0,1,0,1,1,14.395,36,26.0027,70
13.0,1,0,1,1,14.395,36,27.9993,77
14.0,1,0,1,1,15.15,31,26.0027,96
14.0,1,0,1,1,15.15,31,23.9994,122
14.0,1,0,1,1,15.15,29,23.9994,233
13.0,1,0,1,1,15.15,31,15.0013,233
12.0,1,0,1,1,14.395,33,15.0013,145
12.0,1,0,1,1,15.15,33,11.0014,92
11.0,1,0,1,1,13.635,38,15.0013,54
11.0,1,0,1,1,12.88,48,11.0014,35
11.0,1,0,1,1,15.91,48,0.0,22
11.0,1,0,1,1,14.395,48,6.0032,10
10.0,1,0,1,1,12.12,52,8.9981,4
10.0,1,0,1,1,12.12,52,8.9981,1
10.0,1,0,1,1,12.88,52,6.0032,7
9.0,1,0,1,1,13.635,64,0.0,2
8.0,1,0,1,1,11.365,69,7.0015,10
8.0,1,0,1,1,12.88,59,0.0,45
7.0,1,0,1,1,9.85,64,8.9981,128
9.0,1,0,1,1,11.365,55,12.998,257
11.0,1,0,1,1,12.88,41,11.0014,151
12.0,1,0,1,2,14.395,33,12.998,71
15.0,1,0,1,2,17.425,25,11.0014,78
15.0,1,0,1,2,18.94,23,0.0,99
16.0,1,0,1,2,19.695,25,7.0015,98
16.0,1,0,1,2,19.695,20,0.0,72
15.0,1,0,1,2,18.94,18,0.0,112
16.0,1,0,1,1,19.695,27,11.0014,108
15.0,1,0,1,1,17.425,27,15.0013,248
14.0,1,0,1,1,16.665,27,12.998,235
14.0,1,0,1,1,17.425,31,7.0015,150
13.0,1,0,1,1,16.665,39,6.0032,76
12.0,1,0,1,1,14.395,49,12.998,75
12.0,1,0,1,1,14.395,49,15.0013,55
11.0,1,0,1,1,13.635,61,12.998,41
11.0,1,0,1,1,14.395,65,6.0032,9
11.0,1,0,1,1,13.635,52,8.9981,4
11.0,1,0,1,1,13.635,52,8.9981,2
10.0,1,0,1,1,12.88,70,6.0032,3
10.0,1,0,1,1,12.88,75,7.0015,2
10.0,1,0,1,2,12.12,81,8.9981,8
10.0,1,0,1,2,12.88,85,7.0015,49
10.0,1,0,1,2,12.12,87,11.0014,141
10.0,1,0,1,2,12.12,87,8.9981,249
11.0,1,0,1,2,12.12,87,16.9979,141
12.0,1,0,1,2,14.395,75,16.9979,57
13.0,1,0,1,2,14.395,76,26.0027,59
13.0,1,0,1,2,15.15,76,16.9979,98
13.0,1,0,1,2,14.395,76,23.9994,99
14.0,1,0,1,2,15.15,76,19.9995,71
15.0,1,0,1,2,16.665,71,19.9995,79
14.0,1,0,1,2,15.15,76,22.0028,112
14.0,1,0,1,2,15.15,76,19.9995,194
14.0,1,0,1,2,15.91,76,16.9979,188
14.0,1,0,1,2,15.15,76,22.0028,134
13.0,1,0,1,2,15.91,87,12.998,91
13.0,1,0,1,2,15.15,93,22.0028,62
13.0,1,0,1,3,15.91,93,11.0014,21
14.0,1,0,1,3,16.665,93,12.998,18
14.0,1,0,1,3,15.91,0,16.9979,3
14.0,1,0,1,3,15.91,0,16.9979,2
14.0,1,0,1,3,15.91,0,16.9979,1
15.0,1,0,1,3,17.425,0,12.998,3
15.0,1,0,1,3,16.665,0,22.0028,12
16.0,1,0,1,3,19.695,0,15.0013,37
16.0,1,0,1,3,19.695,0,19.0012,44
16.0,1,0,1,3,20.455,0,15.0013,24
16.0,1,0,1,3,20.455,0,11.0014,17
16.0,1,0,1,3,20.455,0,16.9979,11
17.0,1,0,1,3,21.21,0,15.0013,34
17.0,1,0,1,3,21.21,0,15.0013,12
18.0,1,0,1,3,21.97,0,19.9995,12
18.0,1,0,1,3,21.97,0,15.0013,14
17.0,1,0,1,3,21.21,0,16.9979,21
18.0,1,0,1,2,21.97,0,26.0027,111
18.0,1,0,1,3,21.97,0,23.9994,82
18.0,1,0,1,3,21.97,0,39.0007,56
15.0,1,0,1,3,16.665,0,22.0028,38
15.0,1,0,1,3,17.425,0,15.0013,28
14.0,1,0,1,2,16.665,0,8.9981,34
14.0,1,0,1,3,17.425,0,6.0032,27
14.0,1,0,1,2,17.425,100,6.0032,6
14.0,1,0,1,3,17.425,100,7.0015,8
14.0,1,0,1,3,17.425,100,7.0015,5
13.0,1,0,1,2,16.665,93,6.0032,2
12.0,1,0,1,1,14.395,81,15.0013,7
11.0,1,0,1,1,12.12,81,19.0012,32
11.0,1,0,1,1,12.88,70,12.998,114
11.0,1,0,1,1,13.635,70,16.9979,259
12.0,1,0,1,2,14.395,61,19.0012,156
13.0,1,0,1,2,15.15,57,19.9995,78
13.0,1,0,1,2,15.15,57,19.9995,81
